data
"https://www.johnlewis.com/browse/home-garden/stationery/calendars-diaries/calendars/_/N-cktZ1z0qh2o,Home & Garden/Stationery/Calendars & Diaries,National Trust ,Joules ,Emma Bridgewater ,Banksy ,Busy B ,Eleanor Bowmer ,Natural History Museum ,RSPB ,Caroline Gardner ,Rosie Made A Thing ,Roald Dahl ,Portico ,National Geographic ,Royal Botanic Gardens, Kew ,Sara Miller "
"https://www.johnlewis.com/browse/home-garden/utensils/potato-mashers-ricers/_/N-7gon,Home & Garden/Potato Mashers & Ricers,John Lewis ,Joseph Joseph "
"https://www.johnlewis.com/browse/baby-child/feeding/breast-feeding/nursing-pillows/_/N-nth2Znoj8,Baby & Child/Feeding/Breast Feeding,bbhugme ,John Lewis ,Dreamgenii ,DockATot ,Done by Deer "
"https://www.johnlewis.com/browse/furniture-lights/cabinets-sideboards/sideboard/_/N-c52Z1z0t2kz,Furniture & Lights/Cabinets & Sideboards,John Lewis ,Swoon ,Anyday ,Bisley ,ercol for John Lewis ,Gallery Direct ,Laura Ashley "
"https://www.johnlewis.com/browse/home-garden/cushions-bean-bags/bean-bags-pouffes/bean-bag-chair/_/N-cr6Z1z0qmr3,Home & Garden/Cushions & Bean Bags/Bean Bags & Pouffes,rucomfy ,Extreme Lounging ,little home at John Lewis "
"https://www.johnlewis.com/browse/baby-child/safety-healthcare/healthcare/thermometers/_/N-8c9Z1z0rhb8,Baby & Child/Healthcare,Tommee Tippee ,Braun ,Vital Baby "
"https://www.johnlewis.com/browse/home-garden/bbqs-outdoor-heating/bbqs/gas/_/N-5upbZ1z0rkpl,Home & Garden/BBQs & Outdoor Heating/BBQs,Weber ,John Lewis ,Outback ,Everdure By Heston Blumenthal ,KETTLER ,Outwell "
"https://www.johnlewis.com/browse/home-garden/pet-care/pet-beds-blankets/_/N-7decZlkyz,Home & Garden/Pet Care,Joules ,Danish Design ,Rosewood ,Barbour "
"https://www.johnlewis.com/browse/home-garden/bedding/christmas-bedding/_/N-nhj4,Home & Garden/Bedding/Christmas Bedding,Harry Potter ,John Lewis ,little home at John Lewis ,Laura Ashley ,Sophie Allport ,Scion ,Morris & Co. ,Anyday "
"https://www.johnlewis.com/browse/home-garden/utensils/pestle-mortar/_/N-bs0,Home & Garden/Pestle & Mortar,Cole & Mason ,John Lewis ,Anyday "
"https://www.johnlewis.com/browse/home-garden/home-storage/underbed-storage/_/N-cavZll6l,Home & Garden/Home Storage/,John Lewis "
